Company Name,Industry,Symbol,Series,ISIN Code
Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,EQ,INE048G01018
Navkar Corporation Ltd.,SERVICES,NAVKARCORP,EQ,INE278M01019
Network18 Media & Investments Ltd.,MEDIA & ENTERTAINMENT,NETWORK18,EQ,INE870H01013
Nilkamal Ltd.,INDUSTRIAL MANUFACTURING,NILKAMAL,EQ,INE310A01015
Nitin Fire Protection Industries Ltd.,INDUSTRIAL MANUFACTURING,NITINFIRE,EQ,INE489H01020
OCL India Ltd.,CEMENT & CEMENT PRODUCTS,OCL,EQ,INE290B01025
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
Oil & Natural Gas Corporation Ltd.,ENERGY,ONGC,EQ,INE213A01029
Oil India Ltd.,ENERGY,OIL,EQ,INE274J01014
Omaxe Ltd.,CONSTRUCTION,OMAXE,EQ,INE800H01010
Oracle Financial Services Software Ltd.,IT,OFSS,EQ,INE881D01027
Orient Cement Ltd.,CEMENT & CEMENT PRODUCTS,ORIENTCEM,EQ,INE876N01018
Oriental Bank of Commerce,FINANCIAL SERVICES,ORIENTBANK,EQ,INE141A01014
Orissa Min Dev Co Ltd.,METALS,ORISSAMINE,EQ,INE725E01024
PC Jeweller Ltd.,CONSUMER GOODS,PCJEWELLER,EQ,INE785M01013
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
PNC Infratech Ltd.,CONSTRUCTION,PNCINFRA,EQ,INE195J01029
PTC India Fin Serv Ltd.,FINANCIAL SERVICES,PFS,EQ,INE560K01014
PTC India Ltd.,ENERGY,PTC,EQ,INE877F01012
PVR Ltd.,MEDIA & ENTERTAINMENT,PVR,EQ,INE191H01014
Page Industries Ltd.,TEXTILES,PAGEIND,EQ,INE761H01022
Persistent Systems Ltd.,IT,PERSISTENT,EQ,INE262H01013
Petronet LNG Ltd.,ENERGY,PETRONET,EQ,INE347G01014
Pfizer Ltd.,PHARMA,PFIZER,EQ,INE182A01018
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,EQ,INE318A01026
Piramal Enterprises Ltd.,PHARMA,PEL,EQ,INE140A01024
Polaris Consulting & Services Ltd.,IT,POLARIS,EQ,INE763A01023
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,ENERGY,POWERGRID,EQ,INE752E01010
Praj Industries Ltd.,INDUSTRIAL MANUFACTURING,PRAJIND,EQ,INE074A01025
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
Prism Cement Ltd.,CEMENT & CEMENT PRODUCTS,PRISMCEM,EQ,INE010A01011
Procter & Gamble Hygiene & Health Care Ltd.,CONSUMER GOODS,PGHH,EQ,INE179A01014
Punj Lloyd Ltd.,CONSTRUCTION,PUNJLLOYD,EQ,INE701B01021
Punjab National Bank,FINANCIAL SERVICES,PNB,EQ,INE160A01022
Radico Khaitan Ltd,CONSUMER GOODS,RADICO,EQ,INE944F01028
Rain Industries Ltd,CHEMICALS,RAIN,EQ,INE855B01025
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,EQ,INE613A01020
Ramco Systems Ltd.,IT,RAMCOSYS,EQ,INE246B01019
Ramkrishna Forgings Ltd.,INDUSTRIAL MANUFACTURING,RKFORGE,EQ,INE399G01015
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,RCF,EQ,INE027A01015
RattanIndia Power Ltd.,ENERGY,RTNPOWER,EQ,INE399K01017
Raymond Ltd.,TEXTILES,RAYMOND,EQ,INE301A01014
Redington (India) Ltd.,SERVICES,REDINGTON,EQ,INE891D01026
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,EQ,INE131B01039
Reliance Capital Ltd.,FINANCIAL SERVICES,RELCAPITAL,EQ,INE013A01015
Reliance Communications Ltd.,TELECOM,RCOM,EQ,INE330H01018
Reliance Defence and Engineering Ltd.,INDUSTRIAL MANUFACTURING,RDEL,EQ,INE542F01012
Reliance Industrial Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,RIIL,EQ,INE046A01015
Reliance Industries Ltd.,ENERGY,RELIANCE,EQ,INE002A01018
Reliance Infrastructure Ltd.,ENERGY,RELINFRA,EQ,INE036A01016
Reliance Power Ltd.,ENERGY,RPOWER,EQ,INE614G01033
Religare Enterprises Ltd.,FINANCIAL SERVICES,RELIGARE,EQ,INE621H01010
Repco Home Finance Ltd.,FINANCIAL SERVICES,REPCOHOME,EQ,INE612J01015
Rolta India Ltd.,IT,ROLTA,EQ,INE293A01013
Ruchi Soya Industries Ltd.,CONSUMER GOODS,RUCHISOYA,EQ,INE619A01027
Rural Electrification Corporation Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
S H Kelkar and Company Ltd.,CONSUMER GOODS,SHK,EQ,INE500L01026
SJVN Ltd.,ENERGY,SJVN,EQ,INE002L01015
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,EQ,INE640A01023
SML Isuzu Ltd.,AUTOMOBILE,SMLISUZU,EQ,INE294B01019
SREI Infrastructure Finance Ltd.,FINANCIAL SERVICES,SREINFRA,EQ,INE872A01014
SRF Ltd.,TEXTILES,SRF,EQ,INE647A01010
Sadbhav Engineering Ltd.,CONSTRUCTION,SADBHAV,EQ,INE226H01026
Sanofi India Ltd.,PHARMA,SANOFI,EQ,INE058A01010
Schneider Electric Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,SCHNEIDER,EQ,INE839M01018
Sequent Scientific Ltd.,PHARMA,SEQUENT,EQ,INE807F01027
Sharda Cropchem Ltd.,FERTILISERS & PESTICIDES,SHARDACROP,EQ,INE221J01015
Shilpa Medicare Ltd.,PHARMA,SHILPAMED,EQ,INE790G01031
Shipping Corporation of India Ltd.,SERVICES,SCI,EQ,INE109A01011
Shoppers Stop Ltd.,CONSUMER GOODS,SHOPERSTOP,EQ,INE498B01024
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Shree Renuka Sugars Ltd.,CONSUMER GOODS,RENUKA,EQ,INE087H01022
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,EQ,INE722A01011
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,EQ,INE721A01013
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,EQ,INE003A01024
Simplex Infrastructures Ltd.,CONSTRUCTION,SIMPLEXINF,EQ,INE059B01024
Sintex Industries Ltd.,INDUSTRIAL MANUFACTURING,SINTEX,EQ,INE429C01035
Siti Networks Ltd.,MEDIA & ENTERTAINMENT,SITINET,EQ,INE965H01011
Snowman Logistics Ltd.,SERVICES,SNOWMAN,EQ,INE734N01019
Sobha Ltd.,CONSTRUCTION,SOBHA,EQ,INE671H01015
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,EQ,INE343H01029
Somany Ceramics Ltd.,CONSTRUCTION,SOMANYCERA,EQ,INE355A01028
Sonata Software Ltd.,IT,SONATSOFTW,EQ,INE269A01021
South Indian Bank Ltd.,FINANCIAL SERVICES,SOUTHBANK,EQ,INE683A01023
Star Ferro & Cement Ltd.,CEMENT & CEMENT PRODUCTS,SFCL,EQ,INE935O01010
State Bank of Bikaner & Jaipur Ltd.,FINANCIAL SERVICES,SBBJ,EQ,INE648A01026
State Bank of India,FINANCIAL SERVICES,SBIN,EQ,INE062A01020
State Bank of Mysore,FINANCIAL SERVICES,MYSOREBANK,EQ,INE651A01020
State Bank of Travancore,FINANCIAL SERVICES,SBT,EQ,INE654A01024
State Trading Corporation of India Ltd.,SERVICES,STCINDIA,EQ,INE655A01013
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011
Strides Shasun Ltd.,PHARMA,STAR,EQ,INE939A01011
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,EQ,INE232I01014
Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,EQ,INE044A01036
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,EQ,INE660A01013
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,EQ,INE805D01026
Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,EQ,INE399C01030
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,EQ,INE195A01028
Suven Life Sciences Ltd.,PHARMA,SUVEN,EQ,INE495B01038
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,EQ,INE040H01021
Swan Energy Ltd.,CONSTRUCTION,SWANENERGY,EQ,INE665A01038
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,EQ,INE225D01027
Syndicate Bank,FINANCIAL SERVICES,SYNDIBANK,EQ,INE667A01018
Syngene International Ltd.,PHARMA,SYNGENE,EQ,INE398R01022
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,EQ,INE690A01010
TV Today Network Ltd.,MEDIA & ENTERTAINMENT,TVTODAY,EQ,INE038F01029
TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,TV18BRDCST,EQ,INE886H01027
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
TVS Srichakra Ltd.,AUTOMOBILE,TVSSRICHAK,EQ,INE421C01016
Take Solutions Ltd.,IT,TAKE,EQ,INE142I01023
Tamil Nadu Newsprint & Papers Ltd.,PAPER,TNPL,EQ,INE107A01015
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,EQ,INE092A01019
Tata Coffee Ltd.,CONSUMER GOODS,TATACOFFEE,EQ,INE493A01027
Tata Communications Ltd.,TELECOM,TATACOMM,EQ,INE151A01013
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029
Tata Elxsi Ltd.,IT,TATAELXSI,EQ,INE670A01012
Tata Global Beverages Ltd.,CONSUMER GOODS,TATAGLOBAL,EQ,INE192A01025
Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,EQ,IN9155A01020
Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,EQ,INE155A01022
Tata Power Co. Ltd.,ENERGY,TATAPOWER,EQ,INE245A01021
Tata Sponge Iron Ltd.,METALS,TATASPONGE,EQ,INE674A01014
Tata Steel Ltd.,METALS,TATASTEEL,EQ,INE081A01012
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036
Techno Elt & Eng Co. Ltd.,CONSTRUCTION,TECHNO,EQ,INE286K01024
Texmaco Rail & Eng. Ltd.,INDUSTRIAL MANUFACTURING,TEXRAIL,EQ,INE621L01012
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029
Thomas Cook (India) Ltd.,SERVICES,THOMASCOOK,EQ,INE332A01027
Tide Water Oil (India) Ltd.,ENERGY,TIDEWATER,EQ,INE484C01022
Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,EQ,INE325A01013
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,EQ,INE685A01028
Torrent Power Ltd.,ENERGY,TORNTPOWER,EQ,INE813H01021
Trent Ltd.,CONSUMER GOODS,TRENT,EQ,INE849A01020
Trident Ltd.,TEXTILES,TRIDENT,EQ,INE064C01014
Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING,TRITURBINE,EQ,INE152M01016
Tube Investments of India Ltd.,AUTOMOBILE,TUBEINVEST,EQ,INE149A01025
UCO Bank,FINANCIAL SERVICES,UCOBANK,EQ,INE691A01018
UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,EQ,INE516A01017
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,EQ,INE628A01036
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Unichem Laboratories Ltd.,PHARMA,UNICHEMLAB,EQ,INE351A01035
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016
Unitech Ltd.,CONSTRUCTION,UNITECH,EQ,INE694A01020
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,EQ,INE854D01016
V-Guard Industries Ltd.,INDUSTRIAL MANUFACTURING,VGUARD,EQ,INE951I01027
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,EQ,INE054A01027
VRL Logistics Ltd.,SERVICES,VRLLOG,EQ,INE366I01010
VST Industries Ltd.,CONSUMER GOODS,VSTIND,EQ,INE710A01016
Va Tech Wabag Ltd.,SERVICES,WABAG,EQ,INE956G01038
Vakrangee Ltd.,IT,VAKRANGEE,EQ,INE051B01021
Vardhman Textiles Ltd.,TEXTILES,VTL,EQ,INE825A01012
Vedanta Ltd.,METALS,VEDL,EQ,INE205A01025
Videocon Industries Ltd.,CONSUMER GOODS,VIDEOIND,EQ,INE703A01011
Vijaya Bank,FINANCIAL SERVICES,VIJAYABANK,EQ,INE705A01016
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,EQ,INE410B01029
Voltas Ltd.,CONSTRUCTION,VOLTAS,EQ,INE226A01021
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,EQ,INE342J01019
Welspun Corp Ltd.,METALS,WELCORP,EQ,INE191B01025
Welspun India Ltd.,TEXTILES,WELSPUNIND,EQ,INE192B01031
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013
Wipro Ltd.,IT,WIPRO,EQ,INE075A01022
Wockhardt Ltd.,PHARMA,WOCKPHARMA,EQ,INE049B01025
Wonderla Holidays Ltd.,SERVICES,WONDERLA,EQ,INE066O01014
Yes Bank Ltd.,FINANCIAL SERVICES,YESBANK,EQ,INE528G01019
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,EQ,INE256A01028
Zee Learn Ltd.,MEDIA & ENTERTAINMENT,ZEELEARN,EQ,INE565L01011
Zensar Technolgies Ltd.,IT,ZENSARTECH,EQ,INE520A01019
Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,EQ,INE768C01010
eClerx Services Ltd.,IT,ECLERX,EQ,INE738I01010
